year,se,department,cases,casos acumulados,población,incidencia_x_100milHab,casos_estandarizados,estacion_met,Precipitación,Temperatura_Máxima,Temperatura_Mínima,NDVI,NINO_3_4
2021,15,Beni,77,1305,507095,15.22,15.18,San Ramón Aeropuerto,.64285714,31.857143,20.557143,0.76,27.24
2021,16,Beni,61,1366,507095,12.06,12.03,San Ramón Aeropuerto,2.9714286,31.785714,21.7,0.773,27.24
2021,17,Beni,53,1419,507095,10.48,10.45,San Ramón Aeropuerto,.71666667,27.983333,18.25,0.776,27.56
2021,18,Beni,41,1460,507095,8.11,8.09,San Ramón Aeropuerto,0,29.0875,17.55,0.776,27.56
2021,19,Beni,22,1482,507095,4.35,4.34,San Ramón Aeropuerto,.76666667,29.18,16.633333,0.773,27.56
2021,20,Beni,36,1518,507095,7.12,7.10,San Ramón Aeropuerto,1.8571429,26.828571,16.3,0.768,27.56
2021,21,Beni,28,1546,507095,5.54,5.52,San Ramón Aeropuerto,.31428571,30.328571,18.542857,0.78,27.56
2021,22,Beni,14,1560,507095,2.77,2.76,San Ramón Aeropuerto,0,32.875,19.1,0.78,27.67
2021,23,Beni,23,1583,507095,4.55,4.54,San Ramón Aeropuerto,4.2428571,30.171429,18.814286,0.789,27.67
2021,24,Beni,24,1607,507095,4.75,4.73,San Ramón Aeropuerto,0,29.614286,15.528571,0.778,27.67
2021,25,Beni,20,1627,507095,3.96,3.94,San Ramón Aeropuerto,0,29.2,16.1,0.778,27.67
2021,26,Beni,21,1648,507095,4.15,4.14,San Ramón Aeropuerto,.3,22.55,14.575,0.752,27.11
2021,27,Beni,9,1657,507095,1.78,1.77,San Ramón Aeropuerto,0,32.066667,15.62,0.717,27.11
2021,28,Beni,20,1677,507095,3.96,3.94,San Ramón Aeropuerto,2.8857143,28.933333,17.371429,0.717,27.11
2021,29,Beni,10,1687,507095,1.98,1.97,San Ramón Aeropuerto,0,30.342857,17.433333,0.683,27.11
2021,30,Beni,26,1713,507095,5.14,5.13,San Ramón Aeropuerto,0,33.9,18.9,0.645,26.62
2021,31,Beni,19,1732,507095,3.76,3.75,San Ramón Aeropuerto,0,31.26,14.35,0.645,26.62
2021,32,Beni,14,1746,507095,2.77,2.76,San Ramón Aeropuerto,0,35.842857,16.271429,0.596,26.62
2021,33,Beni,14,1760,507095,2.77,2.76,San Ramón Aeropuerto,0,35.842857,19.485714,0.56,26.62
2021,34,Beni,10,1770,507095,1.98,1.97,San Ramón Aeropuerto,.17142857,29.957143,18.328571,0.56,26.62
2021,35,Beni,20,1790,507095,3.96,3.94,San Ramón Aeropuerto,0,35.8,17.228571,0.547,26.49
2021,36,Beni,6,1796,507095,1.19,1.18,San Ramón Aeropuerto,0,36.516667,19.7,0.554,26.49
2021,37,Beni,7,1803,507095,1.39,1.38,San Ramón Aeropuerto,0,38.02,20.6,0.554,26.49
2021,38,Beni,7,1810,507095,1.39,1.38,San Ramón Aeropuerto,0,35.975,20.4,0.584,26.49
2021,39,Beni,16,1826,507095,3.17,3.16,San Ramón Aeropuerto,.26,35.24,20.28,0.606,26
2021,40,Beni,11,1837,507095,2.18,2.17,San Ramón Aeropuerto,3.18,37.483333,21.42,0.644,26
2021,41,Beni,13,1850,507095,2.57,2.56,San Ramón Aeropuerto,.55,38.06,22.3,0.644,26
2021,42,Beni,14,1864,507095,2.77,2.76,San Ramón Aeropuerto,0,37.9,23,0.682,26
2021,43,Beni,18,1882,507095,3.56,3.55,San Ramón Aeropuerto,1,37.571429,22.36,0.712,26
2021,44,Beni,10,1892,507095,1.98,1.97,San Ramón Aeropuerto,3.6857143,33.271429,22.128571,0.712,25.97
2021,45,Beni,27,1919,507095,5.34,5.32,San Ramón Aeropuerto,0,37.071429,22.471429,0.725,25.97
2021,46,Beni,15,1934,507095,2.97,2.96,San Ramón Aeropuerto,.72857143,35.385714,22.342857,0.717,25.97
2021,47,Beni,14,1948,507095,2.77,2.76,San Ramón Aeropuerto,.9,34.614286,20.857143,0.717,25.97
2021,48,Beni,41,1989,507095,8.12,8.09,San Ramón Aeropuerto,1.7857143,36.914286,22.728571,0.727,25.6
2021,49,Beni,27,2016,507095,5.35,5.32,San Ramón Aeropuerto,.75714286,33.985714,22.414286,0.732,25.6
2021,50,Beni,46,2062,507095,9.11,9.07,San Ramón Aeropuerto,2.2285714,32.557143,21.9,0.732,25.6
2021,51,Beni,47,2109,507095,9.31,9.27,San Ramón Aeropuerto,.32857143,34.642857,22.314286,0.731,25.6
2021,52,Beni,50,2159,507095,9.90,9.86,San Ramón Aeropuerto,8.2666667,31.985714,22.5,0.734,25.73
2021,1,Chuquisaca,1,1,654035,0.15,0.15,,5.4,18.642857,18.642857,0.68,25.67
2021,2,Chuquisaca,13,14,654035,1.99,1.99,,3.5833333,20.642857,20.642857,0.68,25.67
2021,3,Chuquisaca,12,26,654035,1.83,1.83,,2.8142857,15.885714,15.885714,0.691,25.67
2021,4,Chuquisaca,9,35,654035,1.38,1.38,,7.95,19.78,19.78,0.71,25.67
2021,5,Chuquisaca,4,39,654035,0.61,0.61,,2.7833333,19.971429,19.971429,0.71,25.87
2021,6,Chuquisaca,3,42,654035,0.46,0.46,,2.9142857,17.1,17.1,0.709,25.87
2021,7,Chuquisaca,5,47,654035,0.76,0.76,,8.6142857,19.171429,19.171429,0.713,25.87
2021,8,Chuquisaca,10,57,654035,1.53,1.53,,.38333333,19.985714,19.985714,0.713,25.87
2021,9,Chuquisaca,4,61,654035,0.61,0.61,,4.1,17.066667,17.066667,0.719,26.69
2021,10,Chuquisaca,12,73,654035,1.83,1.83,,.8,19.628571,19.628571,0.716,26.69
2021,11,Chuquisaca,6,79,654035,0.92,0.92,,2.75,19.457143,19.457143,0.706,26.69
2021,12,Chuquisaca,8,87,654035,1.22,1.22,,2.1714286,18.1,18.1,0.706,26.69
2021,13,Chuquisaca,4,91,654035,0.61,0.61,,1.1285714,16.4,16.4,0.694,27.24
2021,14,Chuquisaca,13,104,654035,1.99,1.99,,.35714286,19.433333,19.433333,0.681,27.24
2021,15,Chuquisaca,7,111,654035,1.07,1.07,,2.4666667,18.8,18.8,0.681,27.24
2021,16,Chuquisaca,4,115,654035,0.61,0.61,,0,20.157143,20.157143,0.691,27.24
2021,17,Chuquisaca,9,124,654035,1.38,1.38,,0,17.183333,17.183333,0.691,27.56
2021,18,Chuquisaca,1,125,654035,0.15,0.15,,0,21.2,21.2,0.691,27.56
2021,19,Chuquisaca,6,131,654035,0.92,0.92,,0,19.485714,19.485714,0.677,27.56
2021,20,Chuquisaca,4,135,654035,0.61,0.61,,0,20.114286,20.114286,0.659,27.56
2021,21,Chuquisaca,3,138,654035,0.46,0.46,,0,20.966667,20.966667,0.63,27.56
2021,22,Chuquisaca,0,138,654035,0.00,0.00,,0,19.871429,19.871429,0.63,27.67
2021,23,Chuquisaca,3,141,654035,0.46,0.46,,0,17.166667,17.166667,0.603,27.67
2021,24,Chuquisaca,4,145,654035,0.61,0.61,,0,16.966667,16.966667,0.586,27.67
2021,25,Chuquisaca,1,146,654035,0.15,0.15,,0,20.583333,20.583333,0.586,27.67
2021,26,Chuquisaca,1,147,654035,0.15,0.15,,0,18,18,0.573,27.11
2021,27,Chuquisaca,1,148,654035,0.15,0.15,,0,21.528571,21.528571,0.547,27.11
2021,28,Chuquisaca,2,150,654035,0.31,0.31,,.11428571,19.828571,19.828571,0.547,27.11
2021,29,Chuquisaca,2,152,654035,0.31,0.31,,0,17.883333,17.883333,0.527,27.11
2021,30,Chuquisaca,1,153,654035,0.15,0.15,,0,17.533333,17.533333,0.496,26.62
2021,31,Chuquisaca,0,153,654035,0.00,0.00,,1.7428571,16.157143,16.157143,0.496,26.62
2021,32,Chuquisaca,0,153,654035,0.00,0.00,,0,19.2,19.2,0.47,26.62
2021,33,Chuquisaca,2,155,654035,0.31,0.31,,0,22.785714,22.785714,0.438,26.62
2021,34,Chuquisaca,0,155,654035,0.00,0.00,,0,21.514286,21.514286,0.438,26.62
2021,35,Chuquisaca,0,155,654035,0.00,0.00,,0,23.071429,23.071429,0.424,26.49
2021,36,Chuquisaca,1,156,654035,0.15,0.15,,0,21.328571,21.328571,0.422,26.49
2021,37,Chuquisaca,1,157,654035,0.15,0.15,,0,22.228571,22.228571,0.422,26.49
2021,38,Chuquisaca,4,161,654035,0.61,0.61,,5.0714286,20.771429,20.771429,0.427,26.49
2021,39,Chuquisaca,2,163,654035,0.31,0.31,,.03333333,23.785714,23.785714,0.434,26
2021,40,Chuquisaca,6,169,654035,0.92,0.92,,3.5857143,21.971429,21.971429,0.454,26
2021,41,Chuquisaca,3,172,654035,0.46,0.46,,.3,23.528571,23.528571,0.454,26
2021,42,Chuquisaca,1,173,654035,0.15,0.15,,0,21.971429,21.971429,0.484,26
2021,43,Chuquisaca,5,178,654035,0.76,0.76,,0,20.985714,20.985714,0.516,26
2021,44,Chuquisaca,7,185,654035,1.07,1.07,,1.3666667,21.2,21.2,0.516,25.97
2021,45,Chuquisaca,4,189,654035,0.61,0.61,,.1,20.542857,20.542857,0.53,25.97
2021,46,Chuquisaca,2,191,654035,0.31,0.31,,.01666667,21.5,21.5,0.544,25.97
2021,47,Chuquisaca,4,195,654035,0.61,0.61,,.07142857,23.214286,23.214286,0.544,25.97
2021,48,Chuquisaca,3,198,654035,0.46,0.46,,7.14,19.842857,19.842857,0.558,25.6
2021,49,Chuquisaca,3,201,654035,0.46,0.46,,10.133333,16.785714,16.785714,0.604,25.6
2021,50,Chuquisaca,0,201,654035,0.00,0.00,,4.5857143,19.3,19.3,0.604,25.6
2021,51,Chuquisaca,8,209,654035,1.22,1.22,,6.5428571,15.271429,15.271429,0.639,25.6
2021,52,Chuquisaca,7,216,654035,1.07,1.07,,5.3833333,20.016667,20.016667,0.659,25.73
2021,1,Cochabamba,18,18,2086930,0.86,0.86,,4.725,18.75,6,0.613,25.67
2021,2,Cochabamba,21,39,2086930,1.01,1.01,,5,21.042857,4.9,0.613,25.67
2021,3,Cochabamba,22,61,2086930,1.05,1.05,,.61428571,19.585714,6.8142857,0.639,25.67
2021,4,Cochabamba,28,89,2086930,1.34,1.34,,6.0285714,20.071429,6.9285714,0.649,25.67
2021,5,Cochabamba,13,102,2086930,0.62,0.62,,2.8571429,20.685714,6.0428571,0.649,25.87
2021,6,Cochabamba,9,111,2086930,0.43,0.43,,8.5857143,19.528571,6.0428571,0.651,25.87
2021,7,Cochabamba,11,122,2086930,0.53,0.53,,3.6285714,18.728571,6.4428571,0.643,25.87
2021,8,Cochabamba,15,137,2086930,0.72,0.72,,3.9714286,18.557143,7,0.643,25.87
2021,9,Cochabamba,15,152,2086930,0.72,0.72,,1.5714286,20.385714,5.1857143,0.648,26.69
2021,10,Cochabamba,19,171,2086930,0.91,0.91,,1.2857143,20.128571,5.8857143,0.656,26.69
2021,11,Cochabamba,19,190,2086930,0.91,0.91,,.5,19.614286,5.9142857,0.656,26.69
2021,12,Cochabamba,13,203,2086930,0.62,0.62,,3.9285714,18.728571,5.8142857,0.656,26.69
2021,13,Cochabamba,16,219,2086930,0.77,0.77,,1.9714286,19.742857,4.5,0.66,27.24
2021,14,Cochabamba,16,235,2086930,0.77,0.77,,1,21.46,5.5833333,0.652,27.24
2021,15,Cochabamba,20,255,2086930,0.96,0.96,,1.6,20.5,2.3571429,0.652,27.24
2021,16,Cochabamba,19,274,2086930,0.91,0.91,,.78571429,17.785714,-3.6714286,0.651,27.24
2021,17,Cochabamba,16,290,2086930,0.77,0.77,,.07142857,18.642857,1.1857143,0.643,27.56
2021,18,Cochabamba,9,299,2086930,0.43,0.43,,0,20.885714,3.6714286,0.643,27.56
2021,19,Cochabamba,7,306,2086930,0.34,0.34,,0,19.628571,2.6571429,0.624,27.56
2021,20,Cochabamba,7,313,2086930,0.34,0.34,,0,16.8,-3.6142857,0.599,27.56
2021,21,Cochabamba,5,318,2086930,0.24,0.24,,.14285714,17.9,-3.7857143,0.588,27.56
2021,22,Cochabamba,3,321,2086930,0.14,0.14,,0,17.671429,-6.3,0.588,27.67
2021,23,Cochabamba,6,327,2086930,0.29,0.29,,0,17.057143,-4.4285714,0.577,27.67
2021,24,Cochabamba,7,334,2086930,0.34,0.34,,0,17.457143,-4.3428571,0.57,27.67
2021,25,Cochabamba,2,336,2086930,0.10,0.10,,0,18.2,-5.1142857,0.57,27.67
2021,26,Cochabamba,0,336,2086930,0.00,0.00,,0,17.042857,-7.5857143,0.562,27.11
2021,27,Cochabamba,2,338,2086930,0.10,0.10,,0,16.142857,-10.185714,0.538,27.11
2021,28,Cochabamba,1,339,2086930,0.05,0.05,,0,15.085714,-9.5,0.538,27.11
2021,29,Cochabamba,4,343,2086930,0.19,0.19,,0,17.357143,-7.9571429,0.526,27.11
2021,30,Cochabamba,3,346,2086930,0.14,0.14,,0,18.228571,-5.7,0.519,26.62
2021,31,Cochabamba,2,348,2086930,0.10,0.10,,0,18.016667,-7.4666667,0.519,26.62
2021,32,Cochabamba,5,353,2086930,0.24,0.24,,0,20.314286,-4.0285714,0.499,26.62
2021,33,Cochabamba,3,356,2086930,0.14,0.14,,0,17.814286,-5.1,0.481,26.62
2021,34,Cochabamba,0,356,2086930,0.00,0.00,,0,18.9,-2.8857143,0.481,26.62
2021,35,Cochabamba,2,358,2086930,0.10,0.10,,0,20.657143,-1.6428571,0.473,26.49
2021,36,Cochabamba,8,366,2086930,0.38,0.38,,0,19.228571,-1.3428571,0.471,26.49
2021,37,Cochabamba,2,368,2086930,0.10,0.10,,0,21.371429,1.5,0.471,26.49
2021,38,Cochabamba,1,369,2086930,0.05,0.05,,2.7142857,17.471429,1.6142857,0.46,26.49
2021,39,Cochabamba,0,369,2086930,0.00,0.00,,0,21.142857,-1.1,0.46,26
2021,40,Cochabamba,8,377,2086930,0.38,0.38,,0,20.657143,2.7,0.467,26
2021,41,Cochabamba,8,385,2086930,0.38,0.38,,1,0,0,0.467,26
2021,42,Cochabamba,7,392,2086930,0.34,0.34,,.01428571,14.65,2.4133333,0.482,26
2021,43,Cochabamba,8,400,2086930,0.38,0.38,,2.4,15.492857,1.2614286,0.504,26
2021,44,Cochabamba,5,405,2086930,0.24,0.24,,6.0285714,11.95,1.0257143,0.504,25.97
2021,45,Cochabamba,5,410,2086930,0.24,0.24,,5.3285714,11.922857,.98428571,0.507,25.97
2021,46,Cochabamba,4,414,2086930,0.19,0.19,,3.9285714,12.041429,1.8785714,0.511,25.97
2021,47,Cochabamba,4,418,2086930,0.19,0.19,,8.3428571,13.722857,2.1871429,0.511,25.97
2021,48,Cochabamba,11,429,2086930,0.53,0.53,,1.7857143,13.452857,2.2957143,0.528,25.6
2021,49,Cochabamba,2,431,2086930,0.10,0.10,,5.9857143,12.525714,3.2985714,0.549,25.6
2021,50,Cochabamba,4,435,2086930,0.19,0.19,,2.6428571,9.69,3.2485714,0.549,25.6
2021,51,Cochabamba,15,450,2086930,0.72,0.72,,9.1142857,11.44,2.3042857,0.566,25.6
2021,52,Cochabamba,7,457,2086930,0.34,0.34,,3.4,7.8628571,3.27,0.585,25.73
2021,1,La Paz,32,32,3023791,1.06,1.06,,5.0625,25.060714,13.935714,0.461,25.67
2021,2,La Paz,50,82,3023791,1.65,1.65,,3.1214286,26.064286,13.842857,0.461,25.67
2021,3,La Paz,33,115,3023791,1.09,1.09,,1.9904762,25.196191,13.873809,0.491,25.67
2021,4,La Paz,47,162,3023791,1.55,1.55,,9.1642857,26.402381,14.264286,0.506,25.67
2021,5,La Paz,29,191,3023791,0.96,0.96,,3.4410714,26.309524,13.958929,0.506,25.87
2021,6,La Paz,68,259,3023791,2.25,2.25,,9.2128571,24.934286,13.471429,0.512,25.87
2021,7,La Paz,48,307,3023791,1.59,1.59,,2.7992857,25.221429,14.071429,0.512,25.87
2021,8,La Paz,65,372,3023791,2.15,2.15,,6.8,25.285714,14.471429,0.512,25.87
2021,9,La Paz,99,471,3023791,3.27,3.27,,1.4928571,25.964286,13.492857,0.529,26.69
2021,10,La Paz,88,559,3023791,2.91,2.91,,2.8785714,26.257143,13.5,0.564,26.69
2021,11,La Paz,108,667,3023791,3.57,3.57,,4.2333334,24.578572,13.607143,0.568,26.69
2021,12,La Paz,126,793,3023791,4.17,4.17,,5.0142857,24.692857,13.635714,0.568,26.69
2021,13,La Paz,92,885,3023791,3.04,3.04,,2.6571429,25.078572,12.942857,0.572,27.24
2021,14,La Paz,81,966,3023791,2.68,2.68,,1.2571429,26.915714,13.791667,0.563,27.24
2021,15,La Paz,89,1055,3023791,2.94,2.94,,1.1214286,26.178572,11.457143,0.563,27.24
2021,16,La Paz,97,1152,3023791,3.21,3.21,,1.8785714,24.785714,9.0142857,0.545,27.24
2021,17,La Paz,76,1228,3023791,2.51,2.51,,.39404762,23.313095,9.7178572,0.522,27.56
2021,18,La Paz,58,1286,3023791,1.92,1.92,,0,24.986607,10.610714,0.522,27.56
2021,19,La Paz,57,1343,3023791,1.89,1.89,,.38333333,24.404286,9.645238,0.49,27.56
2021,20,La Paz,35,1378,3023791,1.16,1.16,,.92857145,21.814286,6.3428572,0.449,27.56
2021,21,La Paz,22,1400,3023791,0.73,0.73,,.22857142,24.114286,7.3785714,0.432,27.56
2021,22,La Paz,14,1414,3023791,0.46,0.46,,0,25.273215,6.4,0.432,27.67
2021,23,La Paz,21,1435,3023791,0.69,0.69,,2.1214286,23.614286,7.1928573,0.42,27.67
2021,24,La Paz,9,1444,3023791,0.30,0.30,,0,23.535714,5.5928569,0.407,27.67
2021,25,La Paz,18,1462,3023791,0.60,0.60,,0,23.7,5.4928572,0.407,27.67
2021,26,La Paz,12,1474,3023791,0.40,0.40,,.15,19.796429,3.4946428,0.398,27.11
2021,27,La Paz,4,1478,3023791,0.13,0.13,,0,24.104762,2.717143,0.383,27.11
2021,28,La Paz,5,1483,3023791,0.17,0.17,,1.4428572,22.009524,3.9357145,0.383,27.11
2021,29,La Paz,8,1491,3023791,0.26,0.26,,0,23.85,4.7380951,0.374,27.11
2021,30,La Paz,8,1499,3023791,0.26,0.26,,0,26.064285,6.6,0.367,26.62
2021,31,La Paz,12,1511,3023791,0.40,0.40,,0,24.638334,3.4416666,0.367,26.62
2021,32,La Paz,11,1522,3023791,0.36,0.36,,0,28.078572,6.1214288,0.362,26.62
2021,33,La Paz,15,1537,3023791,0.50,0.50,,0,26.828572,7.192857,0.354,26.62
2021,34,La Paz,1,1538,3023791,0.03,0.03,,.08571429,24.428571,7.7214284,0.354,26.62
2021,35,La Paz,0,1538,3023791,0.00,0.00,,0,28.228572,7.7928569,0.352,26.49
2021,36,La Paz,1,1539,3023791,0.03,0.03,,0,27.872619,9.1785714,0.355,26.49
2021,37,La Paz,6,1545,3023791,0.20,0.20,,0,29.695715,11.05,0.355,26.49
2021,38,La Paz,0,1545,3023791,0.00,0.00,,1.3571429,26.723215,11.007143,0.356,26.49
2021,39,La Paz,1,1546,3023791,0.03,0.03,,.13,28.191429,9.59,0.355,26
2021,40,La Paz,3,1549,3023791,0.10,0.10,,1.59,29.070238,12.06,0.363,26
2021,41,La Paz,6,1555,3023791,0.20,0.20,,.775,19.03,11.15,0.363,26
2021,42,La Paz,3,1558,3023791,0.10,0.10,,.00714286,26.275,12.706667,0.373,26
2021,43,La Paz,21,1579,3023791,0.69,0.69,,1.7,26.532143,11.810714,0.387,26
2021,44,La Paz,23,1602,3023791,0.76,0.76,,4.8571428,22.610715,11.577143,0.387,25.97
2021,45,La Paz,19,1621,3023791,0.63,0.63,,2.6642857,24.497143,11.727857,0.392,25.97
2021,46,La Paz,27,1648,3023791,0.89,0.89,,2.3285714,23.713572,12.110714,0.383,25.97
2021,47,La Paz,48,1696,3023791,1.59,1.59,,4.6214286,24.168571,11.522143,0.383,25.97
2021,48,La Paz,43,1739,3023791,1.42,1.42,,1.7857143,25.183571,12.512143,0.394,25.6
2021,49,La Paz,21,1760,3023791,0.69,0.69,,3.3714286,23.255714,12.856429,0.406,25.6
2021,50,La Paz,45,1805,3023791,1.49,1.49,,2.4357143,21.123572,12.574286,0.406,25.6
2021,51,La Paz,45,1850,3023791,1.49,1.49,,4.7214286,23.041428,12.309286,0.416,25.6
2021,52,La Paz,20,1870,3023791,0.66,0.66,,5.8333334,19.924286,12.885,0.434,25.73
2021,1,Oruro,0,0,548537,0.000,0.000,,4.725,18.75,6,0.337,25.67
2021,2,Oruro,1,1,548537,0.182,0.182,,5,21.042857,4.9,0.337,25.67
2021,3,Oruro,0,1,548537,0.000,0.000,,.61428571,19.585714,6.8142857,0.357,25.67
2021,4,Oruro,0,1,548537,0.000,0.000,,6.0285714,20.071429,6.9285714,0.383,25.67
2021,5,Oruro,0,1,548537,0.000,0.000,,2.8571429,20.685714,6.0428571,0.383,25.87
2021,6,Oruro,0,1,548537,0.000,0.000,,8.5857143,19.528571,6.0428571,0.4,25.87
2021,7,Oruro,0,1,548537,0.000,0.000,,3.6285714,18.728571,6.4428571,0.405,25.87
2021,8,Oruro,0,1,548537,0.000,0.000,,3.9714286,18.557143,7,0.405,25.87
2021,9,Oruro,0,1,548537,0.000,0.000,,1.5714286,20.385714,5.1857143,0.423,26.69
2021,10,Oruro,0,1,548537,0.000,0.000,,1.2857143,20.128571,5.8857143,0.443,26.69
2021,11,Oruro,0,1,548537,0.000,0.000,,.5,19.614286,5.9142857,0.438,26.69
2021,12,Oruro,0,1,548537,0.000,0.000,,3.9285714,18.728571,5.8142857,0.438,26.69
2021,13,Oruro,0,1,548537,0.000,0.000,,1.9714286,19.742857,4.5,0.429,27.24
2021,14,Oruro,0,1,548537,0.000,0.000,,1,21.46,5.5833333,0.411,27.24
2021,15,Oruro,0,1,548537,0.000,0.000,,1.6,20.5,2.3571429,0.411,27.24
2021,16,Oruro,0,1,548537,0.000,0.000,,.78571429,17.785714,-3.6714286,0.388,27.24
2021,17,Oruro,0,1,548537,0.000,0.000,,.07142857,18.642857,1.1857143,0.365,27.56
2021,18,Oruro,0,1,548537,0.000,0.000,,0,20.885714,3.6714286,0.365,27.56
2021,19,Oruro,0,1,548537,0.000,0.000,,0,19.628571,2.6571429,0.341,27.56
2021,20,Oruro,0,1,548537,0.000,0.000,,0,16.8,-3.6142857,0.308,27.56
2021,21,Oruro,0,1,548537,0.000,0.000,,.14285714,17.9,-3.7857143,0.289,27.56
2021,22,Oruro,0,1,548537,0.000,0.000,,0,17.671429,-6.3,0.289,27.67
2021,23,Oruro,0,1,548537,0.000,0.000,,0,17.057143,-4.4285714,0.272,27.67
2021,24,Oruro,0,1,548537,0.000,0.000,,0,17.457143,-4.3428571,0.262,27.67
2021,25,Oruro,0,1,548537,0.000,0.000,,0,18.2,-5.1142857,0.262,27.67
2021,26,Oruro,0,1,548537,0.000,0.000,,0,17.042857,-7.5857143,0.255,27.11
2021,27,Oruro,0,1,548537,0.000,0.000,,0,16.142857,-10.185714,0.245,27.11
2021,28,Oruro,0,1,548537,0.000,0.000,,0,15.085714,-9.5,0.245,27.11
2021,29,Oruro,0,1,548537,0.000,0.000,,0,17.357143,-7.9571429,0.241,27.11
2021,30,Oruro,0,1,548537,0.000,0.000,,0,18.228571,-5.7,0.237,26.62
2021,31,Oruro,0,1,548537,0.000,0.000,,0,18.016667,-7.4666667,0.237,26.62
2021,32,Oruro,0,1,548537,0.000,0.000,,0,20.314286,-4.0285714,0.237,26.62
2021,33,Oruro,0,1,548537,0.000,0.000,,0,17.814286,-5.1,0.233,26.62
2021,34,Oruro,0,1,548537,0.000,0.000,,0,18.9,-2.8857143,0.233,26.62
2021,35,Oruro,0,1,548537,0.000,0.000,,0,20.657143,-1.6428571,0.237,26.49
2021,36,Oruro,0,1,548537,0.000,0.000,,0,19.228571,-1.3428571,0.244,26.49
2021,37,Oruro,0,1,548537,0.000,0.000,,0,21.371429,1.5,0.244,26.49
2021,38,Oruro,0,1,548537,0.000,0.000,,2.7142857,17.471429,1.6142857,0.249,26.49
2021,39,Oruro,0,1,548537,0.000,0.000,,0,21.142857,-1.1,0.251,26
2021,40,Oruro,0,1,548537,0.000,0.000,,0,20.657143,2.7,0.256,26
2021,41,Oruro,0,1,548537,0.000,0.000,,.72857143,21.571429,2.4571429,0.256,26
2021,42,Oruro,0,1,548537,0.000,0.000,,5.5571429,19.285714,3.9857143,0.262,26
2021,43,Oruro,0,1,548537,0.000,0.000,,0,20.7,4.1571429,0.275,26
2021,44,Oruro,0,1,548537,0.000,0.000,,0,22.9,1.3285714,0.275,25.97
2021,45,Oruro,0,1,548537,0.000,0.000,,0,22.528571,3.6285714,0.286,25.97
2021,46,Oruro,0,1,548537,0.000,0.000,,0,22.871429,.68571429,0.28,25.97
2021,47,Oruro,0,1,548537,0.000,0.000,,0,24.328571,-.68571429,0.28,25.97
2021,48,Oruro,0,1,548537,0.000,0.000,,6.175,19.133333,7.025,0.293,25.6
2021,49,Oruro,0,1,548537,0.000,0.000,,11.342857,18.342857,6.3428571,0.299,25.6
2021,50,Oruro,0,1,548537,0.000,0.000,,17.414286,17.342857,4.9428571,0.299,25.6
2021,51,Oruro,0,1,548537,0.000,0.000,,17.928571,16.285714,7.3142857,0.305,25.6
2021,52,Oruro,0,1,548537,0.000,0.000,,9.2833333,17.633333,5.5333333,0.322,25.73
2021,1,Pando,31,31,158676,19.54,19.54,,14.028571,31.428571,22.7,0.773,25.67
2021,2,Pando,63,94,158676,39.71,39.70,,9.2571429,31.914286,22.671429,0.773,25.67
2021,3,Pando,50,144,158676,31.53,31.51,,.57142857,31.385714,21.657143,0.785,25.67
2021,4,Pando,56,200,158676,35.32,35.29,,19.425,30.625,21.525,0.796,25.67
2021,5,Pando,43,243,158676,27.13,27.10,,8.62,31.52,22.4,0.796,25.87
2021,6,Pando,45,288,158676,28.40,28.36,,15.371429,30.871429,22.342857,0.756,25.87
2021,7,Pando,60,348,158676,37.88,37.81,,5.7285714,30.042857,22.271429,0.768,25.87
2021,8,Pando,44,392,158676,27.79,27.73,,21.185714,32.333333,22.514286,0.768,25.87
2021,9,Pando,59,451,158676,37.27,37.18,,.8,32.44,22.628571,0.784,26.69
2021,10,Pando,63,514,158676,39.82,39.70,,25.25,31.371429,21.183333,0.758,26.69
2021,11,Pando,64,578,158676,40.46,40.33,,3,31.142857,22.333333,0.769,26.69
2021,12,Pando,65,643,158676,41.11,40.96,,10.542857,30.657143,21.942857,0.769,26.69
2021,13,Pando,71,714,158676,44.93,44.75,,4.2714286,31.214286,21.842857,0.777,27.24
2021,14,Pando,37,751,158676,23.42,23.32,,3.9285714,32.816667,22.7,0.774,27.24
2021,15,Pando,62,813,158676,39.26,39.07,,13.16,32.766667,21.54,0.774,27.24
2021,16,Pando,69,882,158676,43.71,43.48,,.86666667,32.728571,22.483333,0.793,27.24
2021,17,Pando,76,958,158676,48.16,47.90,,7.0666667,29.166667,20.016667,0.815,27.56
2021,18,Pando,57,1015,158676,36.14,35.92,,2.4,30.175,19.4125,0.815,27.56
2021,19,Pando,43,1058,158676,27.27,27.10,,.77142857,28.842857,19.414286,0.834,27.56
2021,20,Pando,45,1103,158676,28.55,28.36,,.01428571,33.266667,21.342857,0.836,27.56
2021,21,Pando,26,1129,158676,16.50,16.39,,6.9285714,30.542857,18.771429,0.857,27.56
2021,22,Pando,21,1150,158676,13.33,13.23,,0,31.628571,20.785714,0.857,27.67
2021,23,Pando,43,1193,158676,27.30,27.10,,.64285714,31.871429,20.814286,0.856,27.67
2021,24,Pando,26,1219,158676,16.51,16.39,,0,29.271429,18.757143,0.841,27.67
2021,25,Pando,29,1248,158676,18.42,18.28,,.01428571,29.528571,18.971429,0.841,27.67
2021,26,Pando,22,1270,158676,13.97,13.86,,1.0714286,26.3,14.114286,0.816,27.11
2021,27,Pando,29,1299,158676,18.42,18.28,,0,33.657143,16.816667,0.795,27.11
