year,se,cases,Precipitación,Temperatura_Máxima,Temperatura_Mínima,NDVI,NINO_3_4,cases_avg_2w
2021.0,39.0,2.0,3.9,23.785714,23.785714,0.445,26.0,1.0
2021.0,40.0,1.0,0.0,21.971429,21.971429,0.465,26.0,1.5
2021.0,41.0,0.0,0.0,23.528571,23.528571,0.465,26.0,0.5
2021.0,42.0,1.0,0.21428571,21.971429,21.971429,0.488,26.0,0.5
2021.0,43.0,0.0,0.0,20.985714,20.985714,0.524,26.0,0.5
2021.0,44.0,0.0,2.3166667,21.2,21.2,0.524,25.97,0.0
2021.0,45.0,0.0,3.6,20.542857,20.542857,0.549,25.97,0.0
2021.0,46.0,1.0,1.0428571,21.5,21.5,0.57,25.97,0.5
2021.0,47.0,1.0,0.9,23.214286,23.214286,0.57,25.97,1.0
2021.0,48.0,5.0,2.5857143,19.842857,19.842857,0.588,25.6,3.0
2021.0,49.0,4.0,8.5571429,16.785714,16.785714,0.633,25.6,4.5
2021.0,50.0,1.0,9.2,19.3,19.3,0.633,25.6,2.5
2021.0,51.0,1.0,11.457143,15.271429,15.271429,0.649,25.6,1.0
2021.0,52.0,2.0,0.0,20.016667,20.016667,0.677,25.73,1.5
2020.0,1.0,286.0,8.9142857,31.485714,23.114286,0.734,27.08,144.0
2020.0,2.0,413.0,3.5285714,31.542857,23.271429,0.729,27.08,349.5
2020.0,3.0,430.0,0.96666667,33.571429,23.583333,0.729,27.08,421.5
2020.0,4.0,619.0,5.1714286,33.328571,23.957143,0.735,27.08,524.5
2020.0,5.0,643.0,2.8571429,32.957143,23.671429,0.74,27.09,631.0
2020.0,6.0,534.0,1.7142857,31.928571,23.728571,0.74,27.09,588.5
2020.0,7.0,526.0,11.228571,30.271429,23.085714,0.723,27.09,530.0
2020.0,8.0,483.0,5.8142857,32.071429,22.814286,0.745,27.09,504.5
2020.0,9.0,397.0,4.5285714,32.414286,23.114286,0.761,27.7,440.0
2020.0,10.0,609.0,0.56666667,34.671429,22.95,0.761,27.7,503.0
2020.0,11.0,469.0,2.8166667,34.614286,23.833333,0.765,27.7,539.0
2020.0,12.0,301.0,3.95,31.633333,23.933333,0.76,27.7,385.0
2020.0,13.0,246.0,1.7,30.414286,22.657143,0.76,27.7,273.5
2020.0,14.0,176.0,2.8,31.928571,21.657143,0.766,28.22,211.0
2020.0,15.0,137.0,0.0,31.785714,19.828571,0.76,28.22,156.5
2020.0,16.0,113.0,0.87142857,32.971429,22.757143,0.76,28.22,125.0
2020.0,17.0,85.0,0.82857143,33.2,22.485714,0.773,28.22,99.0
2020.0,18.0,86.0,3.4714286,32.157143,22.485714,0.776,27.67,85.5
2020.0,19.0,98.0,1.0285714,33.585714,22.085714,0.773,27.67,92.0
2020.0,20.0,76.0,1.8571429,26.828571,16.3,0.773,27.67,87.0
2020.0,21.0,74.0,0.31428571,30.328571,18.542857,0.768,27.67,75.0
2020.0,22.0,62.0,0.0,33.085714,20.071429,0.78,27.67,68.0
2020.0,23.0,62.0,0.05714286,30.371429,18.242857,0.78,27.44,62.0
2020.0,24.0,36.0,1.4714286,33.1,19.842857,0.789,27.44,49.0
2020.0,25.0,24.0,0.68571429,33.1,17.385714,0.778,27.44,30.0
2020.0,26.0,19.0,0.2,31.828571,19.9,0.778,27.44,21.5
2020.0,27.0,13.0,0.0,32.066667,15.62,0.752,27.15,16.0
2020.0,28.0,17.0,2.8857143,28.933333,17.371429,0.717,27.15,15.0
2020.0,29.0,14.0,0.0,30.342857,17.433333,0.717,27.15,15.5
2020.0,30.0,21.0,0.0,33.9,18.9,0.683,27.15,17.5
2020.0,31.0,21.0,0.0,31.26,14.35,0.645,26.38,21.0
2020.0,32.0,12.0,0.0,35.842857,16.271429,0.645,26.38,16.5
2020.0,33.0,15.0,0.0,35.842857,19.485714,0.596,26.38,13.5
2020.0,34.0,11.0,0.17142857,29.957143,18.328571,0.56,26.38,13.0
2020.0,35.0,21.0,0.0,35.8,17.228571,0.547,26.38,16.0
2020.0,36.0,19.0,0.0,36.516667,19.7,0.547,26.12,20.0
2020.0,37.0,12.0,0.0,38.02,20.6,0.554,26.12,15.5
2020.0,38.0,14.0,0.0,35.975,20.4,0.584,26.12,13.0
2020.0,39.0,16.0,0.26,35.24,20.28,0.584,26.12,15.0
2020.0,40.0,22.0,3.18,37.483333,21.42,0.606,25.64,19.0
2020.0,41.0,20.0,0.55,38.06,22.3,0.644,25.64,21.0
2020.0,42.0,15.0,0.0,37.9,23.0,0.644,25.64,17.5
2020.0,43.0,34.0,1.0,37.571429,22.36,0.682,25.64,24.5
2020.0,44.0,26.0,3.6857143,33.271429,22.128571,0.712,25.59,30.0
2020.0,45.0,12.0,0.0,37.071429,22.471429,0.712,25.59,19.0
2020.0,46.0,34.0,0.72857143,35.385714,22.342857,0.725,25.59,23.0
2020.0,47.0,18.0,0.9,34.614286,20.857143,0.717,25.59,26.0
2020.0,48.0,38.0,1.7857143,36.914286,22.728571,0.717,25.59,28.0
2020.0,49.0,50.0,0.75714286,33.985714,22.414286,0.727,25.66,44.0
2020.0,50.0,62.0,2.2285714,32.557143,21.9,0.732,25.66,56.0
2020.0,51.0,62.0,0.32857143,34.642857,22.314286,0.731,25.66,62.0
2020.0,52.0,50.0,8.2666667,31.985714,22.5,0.731,25.66,56.0
2020.0,53.0,49.0,16.733333,30.857143,22.083333,0.734,25.67,49.5
2020.0,1.0,71.0,5.325,18.5,18.5,0.659,27.08,60.0
2020.0,2.0,158.0,3.8285714,20.757143,20.757143,0.68,27.08,114.5
2020.0,3.0,197.0,1.4285714,20.642857,20.642857,0.68,27.08,177.5
2020.0,4.0,184.0,1.1428571,22.271429,22.271429,0.691,27.08,190.5
2020.0,5.0,240.0,3.2142857,19.114286,19.114286,0.71,27.09,212.0
2020.0,6.0,358.0,4.1571429,19.742857,19.742857,0.71,27.09,299.0
2020.0,7.0,436.0,1.0714286,20.128571,20.128571,0.709,27.09,397.0
2020.0,8.0,406.0,8.0,20.085714,20.085714,0.713,27.09,421.0
2020.0,9.0,296.0,1.4666667,17.1,17.1,0.719,27.7,351.0
2020.0,10.0,266.0,3.1333333,19.3,19.3,0.719,27.7,281.0
2020.0,11.0,288.0,0.0,21.385714,21.385714,0.716,27.7,277.0
2020.0,12.0,256.0,8.9142857,18.36,18.36,0.706,27.7,272.0
2020.0,13.0,212.0,4.6,17.9,17.9,0.706,27.7,234.0
2020.0,14.0,221.0,9.7428571,17.642857,17.642857,0.694,28.22,216.5
2020.0,15.0,272.0,0.0,20.1,20.1,0.681,28.22,246.5
2020.0,16.0,136.0,0.0,21.828571,21.828571,0.681,28.22,204.0
2020.0,17.0,94.0,0.0,20.714286,20.714286,0.691,28.22,115.0
2020.0,18.0,50.0,0.71428571,23.2,23.2,0.691,27.67,72.0
2020.0,19.0,56.0,0.0,22.3,22.3,0.677,27.67,53.0
2020.0,20.0,42.0,0.0,18.714286,18.714286,0.677,27.67,49.0
2020.0,21.0,16.0,0.0,19.214286,19.214286,0.659,27.67,29.0
2020.0,22.0,11.0,0.0,21.542857,21.542857,0.63,27.67,13.5
2020.0,23.0,11.0,0.0,19.971429,19.971429,0.63,27.44,11.0
2020.0,24.0,3.0,0.0,21.742857,21.742857,0.603,27.44,7.0
2020.0,25.0,9.0,0.2,22.6,22.6,0.586,27.44,6.0
2020.0,26.0,4.0,0.0,20.642857,20.642857,0.586,27.44,6.5
2020.0,27.0,3.0,0.0,20.628571,20.628571,0.573,27.15,3.5
2020.0,28.0,1.0,0.0,22.257143,22.257143,0.547,27.15,2.0
2020.0,29.0,1.0,0.0,22.4,22.4,0.547,27.15,1.0
2020.0,30.0,0.0,0.0,24.5,24.5,0.527,27.15,0.5
2020.0,31.0,0.0,0.0,23.5,23.5,0.496,26.38,0.0
2020.0,32.0,1.0,0.0,21.9,21.9,0.496,26.38,0.5
2020.0,33.0,0.0,0.0,18.6,18.6,0.47,26.38,0.5
2020.0,34.0,0.0,0.0,17.24,17.24,0.438,26.38,0.0
2020.0,35.0,2.0,0.0,21.84,21.84,0.424,26.38,1.0
2020.0,36.0,1.0,0.0,20.3,20.3,0.424,26.12,1.5
2020.0,37.0,0.0,0.0,21.38,21.38,0.422,26.12,0.5
2020.0,38.0,1.0,4.05,19.175,19.175,0.427,26.12,0.5
2020.0,39.0,3.0,0.0,21.05,21.05,0.427,26.12,2.0
2020.0,40.0,0.0,0.0,23.2,23.2,0.434,25.64,1.5
2020.0,41.0,0.0,0.32857143,24.071429,24.071429,0.454,25.64,0.0
2020.0,42.0,4.0,11.933333,18.48,18.48,0.454,25.64,2.0
2020.0,43.0,2.0,0.72,22.033333,22.033333,0.484,25.64,3.0
2020.0,44.0,2.0,0.7,20.185714,20.185714,0.516,25.59,2.0
2020.0,45.0,4.0,0.0,21.257143,21.257143,0.516,25.59,3.0
2020.0,46.0,3.0,0.0,21.342857,21.342857,0.53,25.59,3.5
2020.0,47.0,1.0,0.0,22.328571,22.328571,0.544,25.59,2.0
2020.0,48.0,1.0,3.1285714,22.857143,22.857143,0.544,25.59,1.0
2020.0,49.0,3.0,0.52857143,21.028571,21.028571,0.558,25.66,2.0
2020.0,50.0,2.0,1.7857143,19.842857,19.842857,0.604,25.66,2.5
2020.0,51.0,11.0,1.0857143,23.7,23.7,0.639,25.66,6.5
2020.0,52.0,11.0,3.6,19.957143,19.957143,0.639,25.66,11.0
2020.0,53.0,2.0,6.025,18.1,18.1,0.659,25.67,6.5
2020.0,1.0,392.0,4.725,18.75,6.0,0.585,27.08,197.0
2020.0,2.0,565.0,5.0,21.042857,4.9,0.613,27.08,478.5
2020.0,3.0,531.0,0.61428571,19.585714,6.8142857,0.613,27.08,548.0
2020.0,4.0,478.0,6.0285714,20.071429,6.9285714,0.639,27.08,504.5
2020.0,5.0,529.0,2.8571429,20.685714,6.0428571,0.649,27.09,503.5
2020.0,6.0,521.0,8.5857143,19.528571,6.0428571,0.649,27.09,525.0
2020.0,7.0,467.0,3.6285714,18.728571,6.4428571,0.651,27.09,494.0
2020.0,8.0,399.0,3.9714286,18.557143,7.0,0.643,27.09,433.0
2020.0,9.0,417.0,1.5714286,20.385714,5.1857143,0.648,27.7,408.0
2020.0,10.0,404.0,1.2857143,20.128571,5.8857143,0.648,27.7,410.5
2020.0,11.0,451.0,0.5,19.614286,5.9142857,0.656,27.7,427.5
2020.0,12.0,326.0,3.9285714,18.728571,5.8142857,0.656,27.7,388.5
2020.0,13.0,252.0,1.9714286,19.742857,4.5,0.656,27.7,289.0
2020.0,14.0,193.0,1.0,21.46,5.5833333,0.66,28.22,222.5
2020.0,15.0,306.0,1.6,20.5,2.3571429,0.652,28.22,249.5
2020.0,16.0,252.0,0.78571429,17.785714,-3.6714286,0.652,28.22,279.0
2020.0,17.0,187.0,0.07142857,18.642857,1.1857143,0.651,28.22,219.5
2020.0,18.0,148.0,0.0,20.885714,3.6714286,0.643,27.67,167.5
2020.0,19.0,205.0,0.0,19.628571,2.6571429,0.624,27.67,176.5
2020.0,20.0,214.0,0.0,16.8,-3.6142857,0.624,27.67,209.5
2020.0,21.0,211.0,0.14285714,17.9,-3.7857143,0.599,27.67,212.5
2020.0,22.0,116.0,0.0,17.671429,-6.3,0.588,27.67,163.5
2020.0,23.0,69.0,0.0,17.057143,-4.4285714,0.588,27.44,92.5
2020.0,24.0,50.0,0.0,17.457143,-4.3428571,0.577,27.44,59.5
2020.0,25.0,23.0,0.0,18.2,-5.1142857,0.57,27.44,36.5
2020.0,26.0,14.0,0.0,17.042857,-7.5857143,0.57,27.44,18.5
2020.0,27.0,10.0,0.0,16.142857,-10.185714,0.562,27.15,12.0
2020.0,28.0,2.0,0.0,15.085714,-9.5,0.538,27.15,6.0
2020.0,29.0,1.0,0.0,17.357143,-7.9571429,0.538,27.15,1.5
2020.0,30.0,0.0,0.0,18.228571,-5.7,0.526,27.15,0.5
2020.0,31.0,3.0,0.0,18.016667,-7.4666667,0.519,26.38,1.5
2020.0,32.0,0.0,0.0,20.314286,-4.0285714,0.519,26.38,1.5
2020.0,33.0,1.0,0.0,17.814286,-5.1,0.499,26.38,0.5
2020.0,34.0,0.0,0.0,18.9,-2.8857143,0.481,26.38,0.5
2020.0,35.0,2.0,0.0,20.657143,-1.6428571,0.473,26.38,1.0
2020.0,36.0,2.0,0.0,19.228571,-1.3428571,0.473,26.12,2.0
2020.0,37.0,2.0,0.0,21.371429,1.5,0.471,26.12,2.0
2020.0,38.0,3.0,2.7142857,17.471429,1.6142857,0.46,26.12,2.5
2020.0,39.0,4.0,0.0,21.142857,-1.1,0.46,26.12,3.5
2020.0,40.0,4.0,0.0,20.657143,2.7,0.46,25.64,4.0
2020.0,41.0,5.0,0.72857143,21.571429,2.4571429,0.467,25.64,4.5
2020.0,42.0,14.0,5.5571429,19.285714,3.9857143,0.467,25.64,9.5
2020.0,43.0,10.0,0.0,20.7,4.1571429,0.482,25.64,12.0
2020.0,44.0,5.0,0.0,22.9,1.3285714,0.504,25.59,7.5
2020.0,45.0,14.0,0.0,22.528571,3.6285714,0.504,25.59,9.5
2020.0,46.0,7.0,0.0,22.871429,0.68571429,0.507,25.59,10.5
2020.0,47.0,7.0,0.0,24.328571,-0.68571429,0.511,25.59,7.0
2020.0,48.0,18.0,0.0,24.314286,5.4,0.511,25.59,12.5
2020.0,49.0,11.0,0.0,25.25,5.5,0.528,25.66,14.5
2020.0,50.0,18.0,0.07142857,21.857143,6.2857143,0.549,25.66,14.5
2020.0,51.0,21.0,0.78571429,21.957143,6.5142857,0.566,25.66,19.5
2020.0,52.0,12.0,1.9,21.128571,5.3857143,0.566,25.66,16.5
2020.0,53.0,8.0,1.9,21.128571,5.3857143,0.585,25.67,10.0
2020.0,1.0,26.0,6.8196429,25.117857,14.557143,0.434,27.08,17.0
2020.0,2.0,71.0,4.2642857,26.292857,14.085715,0.461,27.08,48.5
2020.0,3.0,86.0,0.79047619,26.578572,15.198809,0.461,27.08,78.5
2020.0,4.0,71.0,5.6,26.7,15.442857,0.491,27.08,78.5
2020.0,5.0,123.0,2.8571429,26.821429,14.857143,0.506,27.09,97.0
2020.0,6.0,120.0,5.15,25.728571,14.885714,0.506,27.09,121.5
2020.0,7.0,133.0,7.4285712,24.5,14.764286,0.512,27.09,126.5
2020.0,8.0,134.0,4.8928572,25.314286,14.907143,0.512,27.09,133.5
2020.0,9.0,109.0,3.05,26.4,14.15,0.529,27.7,121.5
2020.0,10.0,99.0,0.92619049,27.4,14.417857,0.529,27.7,104.0
2020.0,11.0,115.0,1.6583333,27.114286,14.873809,0.564,27.7,107.0
2020.0,12.0,115.0,3.9392857,25.180952,14.873809,0.568,27.7,115.0
2020.0,13.0,75.0,1.8357143,25.078572,13.578572,0.568,27.7,95.0
2020.0,14.0,73.0,1.9,26.694285,13.620238,0.572,28.22,74.0
2020.0,15.0,70.0,0.8,26.142857,11.092857,0.563,28.22,71.5
2020.0,16.0,45.0,0.82857143,25.378571,9.5428572,0.563,28.22,57.5
2020.0,17.0,75.0,0.45,25.921429,11.835714,0.545,28.22,60.0
2020.0,18.0,51.0,1.7357143,26.521428,13.078571,0.522,27.67,63.0
2020.0,19.0,36.0,0.5142857,26.607143,12.371428,0.49,27.67,43.5
2020.0,20.0,42.0,0.92857145,21.814286,6.3428572,0.49,27.67,39.0
2020.0,21.0,12.0,0.22857142,24.114286,7.3785714,0.449,27.67,27.0
2020.0,22.0,17.0,0.0,25.378571,6.8857145,0.432,27.67,14.5
2020.0,23.0,7.0,0.02857143,23.714286,6.9071428,0.432,27.44,12.0
2020.0,24.0,2.0,0.7357143,25.278571,7.7499999,0.42,27.44,4.5
2020.0,25.0,11.0,0.34285714,25.65,6.1357142,0.407,27.44,6.5
2020.0,26.0,21.0,0.1,24.435714,6.1571428,0.407,27.44,16.0
2020.0,27.0,16.0,0.0,24.104762,2.717143,0.398,27.15,18.5
2020.0,28.0,11.0,1.4428572,22.009524,3.9357145,0.383,27.15,13.5
2020.0,29.0,16.0,0.0,23.85,4.7380951,0.383,27.15,13.5
2020.0,30.0,30.0,0.0,26.064285,6.6,0.374,27.15,23.0
2020.0,31.0,9.0,0.0,24.638334,3.4416666,0.367,26.38,19.5
2020.0,32.0,3.0,0.0,28.078572,6.1214288,0.367,26.38,6.0
2020.0,33.0,1.0,0.0,26.828572,7.192857,0.362,26.38,2.0
2020.0,34.0,0.0,0.08571429,24.428571,7.7214284,0.354,26.38,0.5
2020.0,35.0,2.0,0.0,28.228572,7.7928569,0.352,26.38,1.0
2020.0,36.0,3.0,0.0,27.872619,9.1785714,0.352,26.12,2.5
2020.0,37.0,2.0,0.0,29.695715,11.05,0.355,26.12,2.5
2020.0,38.0,3.0,1.3571429,26.723215,11.007143,0.356,26.12,2.5
2020.0,39.0,3.0,0.13,28.191429,9.59,0.356,26.12,3.0
2020.0,40.0,4.0,1.59,29.070238,12.06,0.355,25.64,3.5
2020.0,41.0,4.0,0.63928571,29.815714,12.378571,0.363,25.64,4.0
2020.0,42.0,9.0,2.7785714,28.592857,13.492857,0.363,25.64,6.5
2020.0,43.0,5.0,0.5,29.135714,13.258571,0.373,25.64,7.0
2020.0,44.0,18.0,1.8428571,28.085714,11.728571,0.387,25.59,11.5
2020.0,45.0,28.0,0.0,29.8,13.05,0.387,25.59,23.0
2020.0,46.0,28.0,0.36428572,29.128571,11.514286,0.392,25.59,28.0
2020.0,47.0,46.0,0.45,29.471429,10.085714,0.383,25.59,37.0
2020.0,48.0,21.0,0.89285715,30.614286,14.064286,0.383,25.59,33.5
2020.0,49.0,36.0,0.37857143,29.617857,13.957143,0.394,25.66,28.5
2020.0,50.0,40.0,1.15,27.207143,14.092857,0.406,25.66,38.0
2020.0,51.0,49.0,0.55714286,28.3,14.414286,0.416,25.66,44.5
2020.0,52.0,35.0,5.0833334,26.557143,13.942857,0.416,25.66,42.0
2020.0,53.0,34.0,9.3166665,25.992857,13.734524,0.434,25.67,34.5
2020.0,1.0,0.0,4.725,18.75,6.0,0.322,27.08,17.0
2020.0,2.0,0.0,5.0,21.042857,4.9,0.337,27.08,0.0
2020.0,3.0,4.0,0.61428571,19.585714,6.8142857,0.337,27.08,2.0
2020.0,4.0,3.0,6.0285714,20.071429,6.9285714,0.357,27.08,3.5
2020.0,5.0,4.0,2.8571429,20.685714,6.0428571,0.383,27.09,3.5
2020.0,6.0,14.0,8.5857143,19.528571,6.0428571,0.383,27.09,9.0
2020.0,7.0,10.0,3.6285714,18.728571,6.4428571,0.4,27.09,12.0
2020.0,8.0,5.0,3.9714286,18.557143,7.0,0.405,27.09,7.5
2020.0,9.0,7.0,1.5714286,20.385714,5.1857143,0.423,27.7,6.0
2020.0,10.0,4.0,1.2857143,20.128571,5.8857143,0.423,27.7,5.5
2020.0,11.0,2.0,0.5,19.614286,5.9142857,0.443,27.7,3.0
2020.0,12.0,6.0,3.9285714,18.728571,5.8142857,0.438,27.7,4.0
2020.0,13.0,0.0,1.9714286,19.742857,4.5,0.438,27.7,3.0
2020.0,14.0,0.0,1.0,21.46,5.5833333,0.429,28.22,0.0
2020.0,15.0,0.0,1.6,20.5,2.3571429,0.411,28.22,0.0
2020.0,16.0,0.0,0.78571429,17.785714,-3.6714286,0.411,28.22,0.0
2020.0,17.0,0.0,0.07142857,18.642857,1.1857143,0.388,28.22,0.0
2020.0,18.0,0.0,0.0,20.885714,3.6714286,0.365,27.67,0.0
2020.0,19.0,0.0,0.0,19.628571,2.6571429,0.341,27.67,0.0
2020.0,20.0,0.0,0.0,16.8,-3.6142857,0.341,27.67,0.0
2020.0,21.0,0.0,0.14285714,17.9,-3.7857143,0.308,27.67,0.0
2020.0,22.0,0.0,0.0,17.671429,-6.3,0.289,27.67,0.0
2020.0,23.0,0.0,0.0,17.057143,-4.4285714,0.289,27.44,0.0
2020.0,24.0,0.0,0.0,17.457143,-4.3428571,0.272,27.44,0.0
2020.0,25.0,0.0,0.0,18.2,-5.1142857,0.262,27.44,0.0
2020.0,26.0,0.0,0.0,17.042857,-7.5857143,0.262,27.44,0.0
2020.0,27.0,0.0,0.0,16.142857,-10.185714,0.255,27.15,0.0
2020.0,28.0,0.0,0.0,15.085714,-9.5,0.245,27.15,0.0
2020.0,29.0,0.0,0.0,17.357143,-7.9571429,0.245,27.15,0.0
2020.0,30.0,0.0,0.0,18.228571,-5.7,0.241,27.15,0.0
2020.0,31.0,0.0,0.0,18.016667,-7.4666667,0.237,26.38,0.0
2020.0,32.0,0.0,0.0,20.314286,-4.0285714,0.237,26.38,0.0
2020.0,33.0,0.0,0.0,17.814286,-5.1,0.237,26.38,0.0
2020.0,34.0,0.0,0.0,18.9,-2.8857143,0.233,26.38,0.0
2020.0,35.0,0.0,0.0,20.657143,-1.6428571,0.237,26.38,0.0
2020.0,36.0,0.0,0.0,19.228571,-1.3428571,0.237,26.12,0.0
2020.0,37.0,0.0,0.0,21.371429,1.5,0.244,26.12,0.0
2020.0,38.0,0.0,2.7142857,17.471429,1.6142857,0.249,26.12,0.0
2020.0,39.0,0.0,0.0,21.142857,-1.1,0.249,26.12,0.0
2020.0,40.0,0.0,0.0,20.657143,2.7,0.251,25.64,0.0
2020.0,41.0,0.0,0.72857143,21.571429,2.4571429,0.256,25.64,0.0
2020.0,42.0,0.0,5.5571429,19.285714,3.9857143,0.256,25.64,0.0
2020.0,43.0,0.0,0.0,20.7,4.1571429,0.262,25.64,0.0
2020.0,44.0,0.0,0.0,22.9,1.3285714,0.275,25.59,0.0
2020.0,45.0,0.0,0.0,22.528571,3.6285714,0.275,25.59,0.0
2020.0,46.0,0.0,0.0,22.871429,0.68571429,0.286,25.59,0.0
2020.0,47.0,0.0,0.0,24.328571,-0.68571429,0.28,25.59,0.0
2020.0,48.0,0.0,0.0,24.314286,5.4,0.28,25.59,0.0
2020.0,49.0,0.0,0.0,25.25,5.5,0.293,25.66,0.0
2020.0,50.0,0.0,0.07142857,21.857143,6.2857143,0.299,25.66,0.0
2020.0,51.0,0.0,0.78571429,21.957143,6.5142857,0.305,25.66,0.0
2020.0,52.0,0.0,1.9,21.128571,5.3857143,0.305,25.66,0.0
2020.0,53.0,0.0,1.9,21.128571,5.3857143,0.322,25.67,0.0
2020.0,1.0,77.0,28.125,27.8,21.875,0.759,27.08,38.5
2020.0,2.0,149.0,7.2142857,33.385714,22.157143,0.773,27.08,113.0
2020.0,3.0,158.0,7.4142857,31.157143,21.342857,0.773,27.08,153.5
2020.0,4.0,173.0,10.871429,33.642857,22.128571,0.785,27.08,165.5
2020.0,5.0,142.0,6.8714286,33.385714,21.157143,0.796,27.09,157.5
2020.0,6.0,159.0,8.9571429,31.614286,21.771429,0.796,27.09,150.5
2020.0,7.0,124.0,3.8714286,31.814286,21.614286,0.756,27.09,141.5
2020.0,8.0,133.0,0.22857143,33.114286,21.485714,0.768,27.09,128.5
2020.0,9.0,101.0,16.014286,31.871429,21.728571,0.784,27.7,117.0
2020.0,10.0,125.0,0.52857143,34.257143,22.085714,0.784,27.7,113.0
2020.0,11.0,89.0,2.6857143,33.628571,21.471429,0.758,27.7,107.0
2020.0,12.0,50.0,1.7285714,32.433333,22.057143,0.769,27.7,69.5
2020.0,13.0,47.0,9.1714286,32.066667,20.84,0.769,27.7,48.5
2020.0,14.0,22.0,7.55,32.766667,22.183333,0.777,28.22,34.5
2020.0,15.0,18.0,4.3285714,31.871429,20.428571,0.774,28.22,20.0
2020.0,16.0,26.0,3.6571429,29.442857,19.357143,0.774,28.22,22.0
2020.0,17.0,29.0,7.7666667,33.428571,19.65,0.793,28.22,27.5
2020.0,18.0,24.0,11.76,32.55,21.2,0.815,27.67,26.5
2020.0,19.0,18.0,0.25,28.766667,17.516667,0.834,27.67,21.0
2020.0,20.0,22.0,1.65,30.8,20.65,0.834,27.67,20.0
2020.0,21.0,16.0,0.0,33.425,20.64,0.836,27.67,19.0
2020.0,22.0,16.0,0.36666667,31.314286,16.816667,0.857,27.67,16.0
2020.0,23.0,22.0,0.625,27.033333,19.85,0.857,27.44,19.0
2020.0,24.0,12.0,0.0,33.76,19.075,0.856,27.44,17.0
2020.0,25.0,5.0,0.0,30.84,16.46,0.841,27.44,8.5
2020.0,26.0,1.0,0.0,33.2,18.76,0.841,27.44,3.0
2020.0,27.0,2.0,0.01666667,27.54,15.95,0.816,27.15,1.5
2020.0,28.0,6.0,12.525,30.425,18.15,0.795,27.15,4.0
2020.0,29.0,3.0,0.0,31.9,19.7,0.795,27.15,4.5
2020.0,30.0,3.0,0.0,33.7,20.44,0.763,27.15,3.0
2020.0,31.0,2.0,0.0,30.725,16.725,0.699,26.38,2.5
2020.0,32.0,2.0,0.0,34.28,18.98,0.699,26.38,2.0
2020.0,33.0,1.0,0.0,35.14,20.72,0.626,26.38,1.5
2020.0,34.0,5.0,0.88,36.34,20.02,0.59,26.38,3.0
2020.0,35.0,2.0,0.0,34.2,18.04,0.582,26.38,3.5
2020.0,36.0,1.0,1.38,35.233333,20.64,0.582,26.12,1.5
2020.0,37.0,9.0,0.06,35.475,20.56,0.605,26.12,5.0
2020.0,38.0,1.0,0.0,35.38,21.325,0.677,26.12,5.0
2020.0,39.0,5.0,0.0,32.05,19.24,0.677,26.12,3.0
2020.0,40.0,5.0,1.7166667,34.4,21.583333,0.716,25.64,5.0
2020.0,41.0,6.0,0.36,36.25,20.86,0.745,25.64,5.5
2020.0,42.0,9.0,9.0666667,35.733333,21.716667,0.745,25.64,7.5
2020.0,43.0,14.0,0.08,34.4,21.7,0.76,25.64,11.5
2020.0,44.0,17.0,8.5166667,33.1,22.9,0.772,25.59,15.5
2020.0,45.0,17.0,0.0,35.266667,22.933333,0.772,25.59,17.0
2020.0,46.0,34.0,11.033333,35.6,22.883333,0.766,25.59,25.5
2020.0,47.0,42.0,1.15,34.316667,22.316667,0.744,25.59,38.0
2020.0,48.0,51.0,2.3333333,35.385714,23.566667,0.744,25.59,46.5
2020.0,49.0,48.0,1.7571429,33.442857,23.185714,0.731,25.66,49.5
2020.0,50.0,74.0,4.4857143,30.9,22.185714,0.728,25.66,61.0
2020.0,51.0,83.0,8.0571429,33.5,22.957143,0.718,25.66,78.5
2020.0,52.0,64.0,12.8,32.0,23.042857,0.718,25.66,73.5
2020.0,53.0,69.0,9.7,29.44,22.275,0.759,25.67,66.5
2020.0,1.0,0.0,0.82857143,22.828571,6.1285714,0.401,27.08,34.5
2020.0,2.0,0.0,7.1428571,20.442857,5.7285714,0.415,27.08,0.0
2020.0,3.0,1.0,1.3714286,19.514286,5.2857143,0.415,27.08,0.5
2020.0,4.0,4.0,2.5571429,20.5,5.2285714,0.433,27.08,2.5
2020.0,5.0,1.0,3.3285714,19.557143,4.9428571,0.459,27.09,2.5
2020.0,6.0,3.0,6.1428571,20.485714,5.3,0.459,27.09,2.0
2020.0,7.0,1.0,6.7142857,20.371429,4.6,0.485,27.09,2.0
2020.0,8.0,0.0,3.5428571,20.257143,5.5142857,0.481,27.09,0.5
2020.0,9.0,0.0,5.7142857,20.457143,5.4571429,0.484,27.7,0.0
2020.0,10.0,1.0,0.2,20.428571,5.5857143,0.484,27.7,0.5
2020.0,11.0,1.0,1.7142857,20.742857,5.4857143,0.489,27.7,1.0
2020.0,12.0,0.0,1.7142857,21.257143,3.9142857,0.487,27.7,0.5
2020.0,13.0,0.0,0.0,20.9,4.9857143,0.487,27.7,0.0
2020.0,14.0,0.0,4.0,20.05,4.2666667,0.481,28.22,0.0
2020.0,15.0,0.0,0.71428571,20.4,4.3857143,0.468,28.22,0.0
2020.0,16.0,0.0,0.28571429,20.7,5.7428571,0.468,28.22,0.0
2020.0,17.0,0.0,5.8571429,21.042857,4.8571429,0.446,28.22,0.0
2020.0,18.0,0.0,0.0,19.942857,3.3571429,0.423,27.67,0.0
